doi,title,abstract,authors,journal,is_relevant,topic_words,explanation
10.1088/1748-9326/ad6d81,Unequal economic consequences of coastal hazards: hurricane impacts on North Carolina,"The eastern North Carolina Coastal Area Management Act region is one of the most hurricane-prone areas of the United States. Hurricanes incur substantial damage and economic losses because structures located near the coast tend to be high value as well as particularly exposed. To bolster disaster mitigation and community resilience, it is crucial to understand how hurricane hazards drive social and economic impacts. We integrate detailed hazard simulations, property data, and labor compensation estimates to comprehensively analyze hurricanes’ economic impacts. This study investigates the spatial distribution of probabilistic hurricane hazards, and concomitant property losses and labor impacts, pinpointing particularly hard hit areas. Relationships between capital and labor losses, social vulnerability, and asset values reveal the latter as the primary determinant of overall economic consequences.",Dahui Liu;Junkan Li;Ian Sue Wing;Brian Blanton;Jamie Kruse;Linda Nozick;Meghan Millea,Environmental Research Letters,FALSE,[],这篇论文主要关注飓风对北卡罗来纳州沿海地区的经济影响，特别是飓风造成的财产损失和劳动力损失。研究使用了飓风模拟、财产数据和劳动力补偿估计等方法，分析了飓风风险的空间分布及其对经济的影响。论文重点关注飓风风险对不同地区的影响，以及社会脆弱性、资产价值与经济损失之间的关系。该研究与大气环境遥感技术，例如空气质量监测、卫星观测和大气成分分析，没有直接关系。
10.1088/1748-9326/ad6ea5,Simulation of wetland distribution in the Yellow River Basin based on an improved Markov-FLUS model,"Wetlands, as a regulator of water cycle and balance, play a key role in preventing flood and drought disasters and protecting biodiversity. The Yellow River Basin is an important ecological barrier and economic zone in our country. By predicting the distribution of wetland landscape and evaluating its evolutionary characteristics, strategies for wetland conservation and utilization in the Yellow River Basin can be formulated. Future land use simulation model can not only simulate the change of multiple land use types, but also reflect the uncertainty of real land use change. In this study, the model was improved and used to predict future wetland changes in the Yellow River Basin. Using the wetland distribution data in 2000 as the initial data, and the wetland distribution data in 2015 as the validation data, setting the parameters according to the land use data of the Yellow River Basin from 1980 to 2000 and the wetland type transfer matrix, after verifying the applicability of the model, the spatial distribution pattern of wetlands in the Yellow River Basin in 2030 was simulated. This research shows that the cost matrix setting method based on the wetland transfer matrix can effectively avoid the errors caused by subjective judgment assignment. By 2030, the wetland distribution in the Yellow River Basin will remain stable, with marshes, paddy fields, and beaches as the main types, similar to 2015. Of all the regions in the Yellow River Basin, Zhengzhou had the highest rate of wetland loss, down 31.94%. On the contrary, Sanmenxia had the highest growth rate of 24.44%.",Hanwen Zhang;Heying Li;Jianchen Zhang;Jiayao Wang;Guangxia Wang;Yamin Shan;Haohua Zheng,Environmental Research Letters,FALSE,[],该研究主要关注黄河流域湿地分布的模拟预测，利用改进的Markov-FLUS模型，基于2000年和2015年的湿地分布数据，模拟了2030年黄河流域湿地空间分布格局。研究重点在于湿地景观变化的趋势分析，而非大气环境遥感技术。
10.1088/1748-9326/ad5e9b,Harnessing the potential: exploring development opportunities and charting strategic pathways for China’s enhanced engagement in international blue carbon cooperation,"In light of the urgent need to combat climate change and attain carbon neutrality, the development of blue carbon has emerged as a pivotal strategy for the global community. This approach offers significant potential for both mitigating and adapting to the impacts of climate change. As a result, international collaboration on blue carbon initiatives has become a focal point in the worldwide response to the climate crisis. China, blessed with extensive blue carbon resources, recognizes the development of these ecosystems as a critical component in its efforts to make a substantial contribution to the global endeavor to curb climate change and achieve sustainable environmental goals. This article offers a comprehensive analysis of China’s opportunities and challenges in international blue carbon collaboration. Despite its vast potential, China faces significant hurdles, including the degradation of blue carbon ecosystems, a delayed start in implementing blue carbon practices, and inconsistencies in the blue carbon standard system. To enhance its participation in global blue carbon initiatives, China should pursue several key strategies, including preserving and restoring its blue carbon ecosystems, strengthening domestic protection and application mechanisms, promoting the construction of an international blue carbon system, establishing a scientific cooperation platform to facilitate capacity building and technology transfer and advocating for an international blue carbon market trading mechanism. By prioritizing these key areas, China can simultaneously foster domestic blue carbon conservation and development while solidifying its role as a pivotal contributor to global climate change mitigation efforts.",Zhijun Zhang;Zhengkai Mao;Jinpeng Wang,Environmental Research Letters,FALSE,[],本文主要探讨了中国在国际蓝碳合作中的机遇和挑战，重点关注蓝碳生态系统保护和开发，以及中国如何通过参与国际蓝碳合作来推动全球气候变化减缓工作。文章没有涉及大气环境遥感技术，如空气质量监测、卫星观测和大气成分分析等。
10.1088/1748-9326/ad64ed,The status of algal decarbonization in Southeast Asian region: a review,"Due to their autotrophic nature, algae capture large quantities of CO2 from the atmosphere and convert it to chemical energy in the form of biomolecules and cell mass for various applications. Such bio-based CO2 capture plays an important role in global carbon neutrality, while making innovative and sustainable food and industrial products for human and animal use. This review broadly illustrates the total CO2 emissions of the Southeast Asian region, named as the Association of Southeast Asian Nations (ASEAN), while estimating CO2 capture by regional commercial algae. Among all these nations, the top CO2 emitter in the ASEAN region is Indonesia (625 Mt yr−1) followed by Vietnam (311 Mt yr−1), Thailand (289 Mt yr−1), Malaysia (249 Mt yr−1), the Philippines (154 Mt yr−1), Singapore (52 Mt yr−1), Myanmar (49 Mt yr−1), Cambodia (16 Mt yr−1), Laos and Brunei (7 Mt yr−1). Indonesia is also ranked first in commercial algae production (9918 400 tons yr−1), followed by the Philippines (1500 326 tons yr−1) and Malaysia (188 110 tons yr−1). Similarly, the highest estimated algal CO2 capture is made by Indonesia (11 327 817 tons yr−1) followed by the Philippines (1705 871 tons yr−1) and Malaysia (214 279 tons yr−1), with other ASEAN countries having negligible algal CO2 capture due to either low algae production or a lack of data. The ASEAN region may play a pivotal role in the bio-capture of CO2 with the help of the phytoplanktonic aquaculture industry for value-added products. The rapid emergence of the algal industry in the ASEAN region was due to increased global demand for carrageenophyte seaweeds (98.63% of global), such as Eucheuma sp., from Indonesia and Kappaphycus alvarezii from Malaysia and the Philippines. Due to its tropical climate, high aquatic biodiversity, sufficient water and nutrient resources, and long coastlines, the ASEAN regional governments took prompt action and implemented policies for increased seaweed industry in the region. Conclusively, it is desirable to further strengthen the algal industry in these regional countries for useful products and efficient CO2 capture.",Zia Ur Rehman;Kantaphan Punnaanan;Kasidit Nootong;Pichaya In-na,Environmental Research Letters,FALSE,[],这篇论文主要关注东南亚地区藻类生物量对二氧化碳的捕获，以及藻类产业的发展现状。它没有涉及到大气环境遥感技术，例如空气质量监测、卫星观测或大气成分分析。
10.1088/1748-9326/ad6b3a,Models and methods for transport demand and decarbonisation: a review,"Rising global greenhouse gas emissions from the transport sector pose a major challenge to meeting the targets of the Paris Agreement. This raises questions of how technology, infrastructure and societal trends and policies can influence transport demand and thus also emissions, energy demand and service levels. Here, we review the literature on factors relevant to shifting total transport activity and mode shares, categorised into exogenous drivers, socio-behavioural, infrastructural and technological aspects. For each factor, we summarise current approaches to modelling and measuring the impact of each factor on transport systems, resulting in a proposed taxonomy to classify transport demand modelling approaches. We then comment on the suitability and sufficiency of existing modelling approaches for representing scenarios consistent with the Paris Agreement targets in models of the entire global energy system. Factors that affect transport demand are currently insufficiently represented in integrated assessment modelling approaches and thus emission reduction pathways. Improving the comprehension and representation of diverse factors that affect transport demand in global energy systems models, by incorporating features of complementary models with high resolution representations of transport, holds promise for generating well informed policy recommendations. Accordingly, policies could influence the development of the factors themselves and their potential role in mitigating climate change.",Hugh Thomas;Luis Gabriel Carmona Aparicio;Felix Creutzig;Takuya Hara;Ayami Hayashi;Camila Ludovique;Luis M Martinez;Paul Natsuo Kishimoto;Leila Niamir;Yamina Saheb;Mallory Trouvé,Environmental Research Letters,FALSE,[],这篇论文主要关注交通运输领域，探讨了交通需求变化对温室气体排放的影响，以及如何通过技术、基础设施和政策手段来控制交通需求和降低碳排放。论文没有涉及大气环境遥感技术，例如空气质量监测、卫星观测和大气成分分析。
10.1088/1748-9326/ad6cea,The transition to humid extreme cold events in winter during the past six decades over China,"Winter extreme cold events (ECEs) pose significant economic and health risks, particularly when cold is combined with humidity. Although global warming has led to a decline in overall ECE occurrences, the changes in humid ECEs remain uncertain. This study uses dry and wet-bulb temperatures to categorize dry and humid ECEs across China and analyzes the proportion of humid ECEs, and the underlying factors influencing this phenomenon. In contrast to the decreasing trend of winter relative humidity (RH), our findings show an increase in RH during ECEs. This observation suggests a shift toward more humid conditions during these events. Further analysis shows an increasing percentage of humid ECEs, especially in Xinjiang, where the occurrence of dry ECEs is decreasing. Classifying ECEs into temperature- or humidity-dominated types reveals a significant increase in humidity-dominated humid ECEs, which is driven mainly by specific humidity changes, not temperature changes. These findings highlight the urgent need for adaptation strategies for more humid ECEs in a warming climate.",Yongli He;Yangrui Peng;Zhanbo Wang;Shanshan Wang;Xiaodan Guan,Environmental Research Letters,FALSE,[],该研究主要关注中国冬季极寒事件（ECE）的演变趋势，特别是湿润极寒事件的增加。研究利用干湿球温度来区分干湿ECE，并分析了湿润ECE的比例及其影响因素。研究发现，尽管冬季相对湿度（RH）呈下降趋势，但在ECE期间RH却有所增加，表明ECE期间湿度条件正在发生变化。研究还发现，湿润ECE的比例正在上升，特别是在新疆地区，干ECE的发生率正在下降。研究将ECE分为温度主导型和湿度主导型，发现湿度主导型湿润ECE显著增加，主要由比湿变化而不是温度变化驱动。研究结果强调了在气候变暖背景下，需要制定适应策略来应对更加湿润的ECE。该研究主要关注气候变化和极端天气事件，与大气环境遥感技术关系不大。
10.1088/1748-9326/ad6ceb,Multi-scale impacts of climate change on hydropower for long-term water-energy planning in the contiguous United States,"Climate change impacts on watersheds can potentially exacerbate water scarcity issues where water serves multiple purposes including hydropower. The long-term management of water and energy resources is still mostly approached in a siloed manner at different basins or watersheds, failing to consider the potential impacts that may concurrently affect many regions at once. There is a need for a large-scale hydropower modeling framework that can examine climate impacts across adjoining river basins and balancing authorities (BAs) and provide a periodic assessment at regional to national scales. Expanding from our prior assessment only for the United States (US) federal hydropower plants, we enhance and extend two regional hydropower models to cover over 85% of the total hydropower nameplate capacity and present the first contiguous US-wide assessment of future hydropower production under Coupled Model Intercomparison Project phase 6’s high-end Shared Socioeconomic Pathway 5-8.5 emission scenario using an uncertainty-aware multi-model ensemble approach. We present regional hydropower projections, using both BA regions and US Hydrologic Subregions (HUC4s), to consistently inform the energy and water communities for two future periods—the near-term (2020–2039) and the mid-term (2040–2059) relative to a historical baseline period (1980–2019). We find that the median projected changes in annual hydropower generation are typically positive—approximately 5% in the near-term, and 10% in the mid-term. However, since the risk of regional droughts is also projected to increase, future planning cannot overly rely on the ensemble median, as the potential of severe hydropower reductions could be overlooked. The assessment offers an ensemble of future hydropower generation projections, providing regional utilities and power system operators with consistent data to develop drought scenarios, design long duration storage and evaluate energy infrastructure reliability under intensified inter-annual and seasonal variability.",Daniel Broman;Nathalie Voisin;Shih-Chieh Kao;Alisha Fernandez;Ganesh R Ghimire,Environmental Research Letters,FALSE,[],这篇论文主要关注气候变化对美国大陆水电的影响，并探讨了跨流域和平衡管理局（BAs）的长期水能规划。研究使用了耦合模型比对计划（CMIP6）的高端共享社会经济路径（SSP5-8.5）排放情景，并利用多模型集合方法评估了未来水电生产。论文重点在于评估未来水电生产的变化趋势，并强调了在干旱风险增加的情况下，需要考虑水电生产的潜在减少。论文没有涉及大气环境遥感技术，例如空气质量监测、卫星观测或大气成分分析。
10.1088/1748-9326/ad6cec,Socially vulnerable US Pacific Northwest communities are more likely to experience wildfires,"Quantitative wildfire risk assessments increasingly are used to prioritize areas for investments in wildfire risk mitigation actions. However, current assessments of wildfire risk derived from fire models built primarily on biophysical data do not account for socioeconomic contexts that influence community vulnerability to wildfire. Research indicates that despite accounting for only a small proportion of high wildfire hazard areas, communities with fewer socioeconomic resources to devote to wildfire prevention and response may experience outsized exposure and impacts. We examined the distribution of simulated wildfire risk versus observed wildfire experience relative to social vulnerability across communities in the Pacific Northwest region of the United States. Using three decades of wildfire occurrence data, we investigated whether socially vulnerable communities were more likely to experience ignitions, fires that escaped initial attack (hereafter ‘escaped fires’) (>121 hectares), and large fires (>404 hectares), reasoning that each may reveal key insights into the effectiveness of current wildfire risk mitigation and response efforts. We found that communities located in areas with higher wildfire risk or hazard tended to have lower social vulnerability, but that across landscapes east of the Cascade Range, communities with higher social vulnerability were more likely to be exposed to ignitions, escaped fires, and large fires. Our results draw into question whether the current reliance on biophysical data in wildfire risk assessments, absent consideration of community socioeconomic conditions, may perpetuate social inequities by leading to over-investment in well-resourced communities and under-investment in socially vulnerable communities subject to disproportionate wildfire exposure.",Caitlyn Reilley;Christopher J Dunn;Mindy S Crandall;Jeffrey D Kline,Environmental Research Letters,FALSE,[],这篇论文主要研究了美国太平洋西北地区社会脆弱社区在野火风险方面的暴露情况，分析了社会脆弱性与野火发生率之间的关系。研究发现，社会脆弱性高的社区更容易遭受野火点燃、火势蔓延和大型火灾的威胁，而当前以生物物理数据为主的野火风险评估方法可能导致对社会脆弱社区的投资不足，加剧了社会不平等。论文没有涉及大气环境遥感技术，例如空气质量监测、卫星观测和大气成分分析等。
10.1088/1748-9326/ad6d7f,Conceptualising global cultural transformation—developing deep institutional scenarios for whole of society change,"This paper aims to contribute to current efforts to improve methodologies to find more ambitious and integrated strategies to jointly pursue the Paris climate target and other Sustainable Development Goals. It suggests a means of further expanding the underlying societal perspectives in scenarios modelling through a model of deep institutional innovation for sustainability and human development (DIIS), which aims to reframe the narrative from sociotechnical transition to deep global cultural transformation. The paper posits the need for capturing irreversible transformation change through a fundamental reimagining of the key social institutions that together comprise contemporary societies. To illustrate the application of the DIIS framing to pathway scenarios an indicative scenario is offered to indicate the radical global cultural changes required to move to pathways capable of bringing about greater sustainability and human flourishing.",Ian Hughes;Ariel Macaspac Hernandez;James Glynn;William Hynes;Brian Ó Gallachóir,Environmental Research Letters,FALSE,[],这篇论文主要探讨了全球文化转型，并提出了深度制度创新模型 (DIIS) 来推动可持续发展和人类发展。它强调了重新构想社会关键机构的重要性，以实现更深层次的社会变革。论文并未直接涉及大气环境遥感技术，如空气质量监测、卫星观测或大气成分分析。
10.5194/acp-24-9323-2024,On the sensitivity of aerosol–cloud interactions to changes in sea surface temperature in radiative–convective equilibrium,"We examine the combined effect of aerosols and sea surface temperature (SST) on clouds under equilibrium conditions in cloud-resolving radiative–convective equilibrium simulations. We demonstrate that the aerosol–cloud interaction's effect on top-of-atmosphere energy gain strongly depends on the underlying SST, while the shortwave part of the spectrum is significantly more sensitive to SST. Furthermore, increasing aerosols influences upper-troposphere stability and thus anvil cloud fraction. 
 Clouds play a vital role in regulating Earth's energy balance and are impacted by anthropogenic aerosol concentration (Na) and sea   surface temperature (SST) alterations. Traditionally, these factors, aerosols and SST, are investigated independently. This study employs   cloud-resolving, radiative–convective-equilibrium (RCE) simulations to explore aerosol–cloud interactions (ACIs) under varying SSTs. ACIs are   found to be SST-dependent even under RCE conditions. Notably, changes in cloud radiative effects for both longwave radiation and shortwave radiation lead  to a decrease in top-of-atmosphere (TOA) energy gain with increasing Na. The changes in TOA shortwave flux exhibit greater sensitivity to underlying SST conditions compared to longwave radiation. To comprehend these trends, we perform a linear decomposition, analyzing the responses of different cloud regimes and contributions from changes in the cloud's opacity and occurrence. This breakdown reveals that ice and shallow clouds predominantly contribute to the radiative effect, mostly due to changes in the cloud's opacity and due to the Twomey effect, which is proportional to the baseline cloud fraction. Moreover, with an increase in Na, we observe an increase in latent heat release at the upper troposphere associated with heightened production of snow and graupel. We show that this trend, consistently across all SSTs, affects the anvil cloud cover by affecting the static stability at the upper troposphere via a similar mechanism to the stability iris effect, resulting in an increase in outgoing longwave radiation. In conclusion, under the ongoing climate change, studying the sensitivity of clouds to aerosols and SST should be conducted concomitantly as mutual effects are expected.",Suf Lorian;Guy Dagan,Atmospheric Chemistry and Physics,TRUE,"['aerosols', 'cloud', 'satellite observations', 'radiative transfer', 'climate change']",该研究探讨了气溶胶和海面温度对云层的影响，并利用云分辨辐射对流平衡模拟来研究这种相互作用。研究发现，气溶胶-云相互作用对云层的辐射效应具有显著影响，而这种影响与海面温度密切相关。研究还发现，气溶胶的变化会影响高层大气稳定性，进而影响云层的覆盖范围。该研究对于理解气候变化背景下云层对气溶胶和海面温度的敏感性具有重要意义。
10.5194/acp-24-9309-2024,Mechanistic insight into the kinetic fragmentation of norpinonic acid in the gas phase: an experimental and density functional theory (DFT) study,"This paper outlines a unique scientific strategy for studying the reactivity of atmospherically relevant norpinonic acid (NA). The publication offers a new toolbox, illustrating NA's fragmentation and pattern of kinetic degradation leading to the formation of new small molecules. Furthermore, the research strategy presented here demonstrates how a mass spectrometer can function as a gas-phase reactor and the quantum chemistry method can serve as a reaction model builder. 
 Norpinonic acid has been known as an important α-pinene atmospheric secondary organic aerosol (SOA) component. It is formed in the reaction of α-pinene, β-pinene or verbenone with atmospheric oxidizing reagents. In the presented study, tandem mass spectrometry techniques were used to determine the exact norpinonic acid fragmentation pathway in the gas phase. The precursor anion – deprotonated norpinonic acid (m/z 169), generated in an electrospray (ESI) source – was introduced into the collision cell of the mass spectrometer and fragmented using the energy-resolved collision-induced dissociation (ER-CID) technique. The experimental energy values of degradation processes were determined via analysis of the breakdown curves. Quantum chemical calculations of the reaction models were also constructed, including calculation of all transition states. Comparison between the experimental and the theoretical threshold energies calculated at a ωB97XD/6-311+G(2d,p) theoretical level has shown a good correlation. Two basic pathways of the fragmentation of the parent anion [M-H]− (m/z 169) were observed. Firstly this leads to the decarboxylation product (m/z 125) and secondly to the loss of a neutral molecule (C4H6O), together with the formation of the anion m/z 99. On the other hand, the breakdown of the anion m/z 125 gives rise to the m/z 69, 57 and 55 ions. To confirm structures formed during ER-CID experiments, the gas-phase proton transfer reactions were examined of all norpinonic acid anionic fragments with a series of neutral reagents, characterized by proton affinity (PA) values. Based on PA difference analysis, the most possible chemical structures were proposed for the observed fragment anions.",Izabela Kurzydym;Agata Błaziak;Kinga Podgórniak;Karol Kułacz;Kacper Błaziak,Atmospheric Chemistry and Physics,TRUE,"['atmospheric composition', 'secondary organic aerosol (SOA)', 'mass spectrometry', 'gas-phase chemistry', 'quantum chemistry']",这篇论文研究了大气中的一种重要有机气溶胶成分——降冰片酮酸 (NA) 的气相分解机制。研究人员利用串联质谱技术分析了 NA 在气相中的分解路径，并结合量子化学计算模拟了反应过程。研究结果揭示了 NA 分解的两个主要途径，并通过质子转移反应确定了碎片离子的结构。这项研究为理解大气中 SOA 的形成和演化提供了重要的科学依据，也为利用质谱技术研究气相化学反应提供了新的方法。
10.5194/acp-24-9339-2024,Observed and CMIP6-model-simulated organic aerosol response to drought in the contiguous United States during summertime,"Droughts immensely increased organic aerosol (OA) in the contiguous United States in summer (1998–2019), notably in the Pacific Northwest (PNW) and Southeast (SEUS). The OA rise in the SEUS is driven by the enhanced formation of epoxydiol-derived secondary organic aerosol due to the increase in biogenic volatile organic compounds and sulfate, while in the PNW, it is caused by wildfires. A total of 10 climate models captured the OA increase in the PNW yet greatly underestimated it in the SEUS. 
 Drought events have been linked with the enhancements of organic aerosols (OAs), but the mechanisms have not been comprehensively understood. This study investigates the relationships between the monthly standardized precipitation–evapotranspiration index (SPEI) and surface OA in the contiguous United States (CONUS) during the summertime from 1998 to 2018. OA under severe drought conditions shows a significant increase in mass concentrations across most of the CONUS relative to non-drought periods, with the Pacific Northwest (PNW) and Southeast United States (SEUS) experiencing the highest average enhancement of 1.79 µg m−3 (112 %) and 0.92 µg m−3 (33 %), respectively. In the SEUS, a linear regression approach between OA and sulfate was used to estimate the epoxydiol-derived secondary organic aerosol (IEPOX SOA), which is the primary driver of the OA enhancements under droughts due to the simultaneous increase in emissions of biogenic volatile organic compounds (VOCs; such as isoprene and monoterpene) and sulfate. The rise in sulfate is mainly caused by the reduced wet deposition because of the up to 62 % lower precipitation amount. In the PNW, OA enhancements are closely linked to intensified wildfire emissions, which raise OA mass concentrations to be 4–8 times higher relative to non-fire conditions. All 10 Earth system models participating in the sixth phase of the Coupled Model Intercomparison Project (CMIP6) can capture the slopes between SPEI and OA in the PNW, with CESM2-WACCM and GFDL-ESM4 performing the best and worst in predicting the OA enhancement under severe droughts. However, all models significantly underestimate the OA increase in the SEUS, with Nor-ESM2-LM and MIRCO6 showing relatively better performance. This study reveals the key drivers of the elevated OA levels under droughts in the CONUS and underscores the deficiencies of current climate models in their predictive capacity for assessing the impact of future droughts on air quality.",Wei Li;Yuxuan Wang,Atmospheric Chemistry and Physics,TRUE,"['organic aerosol', 'air quality', 'satellite observations', 'drought', 'climate models']",该研究探讨了美国大陆夏季干旱期间有机气溶胶 (OA) 的变化，并利用 CMIP6 气候模型进行模拟。研究发现，干旱会显著增加 OA 浓度，特别是在太平洋西北部 (PNW) 和美国东南部 (SEUS)。PNW 的 OA 增加主要由野火排放引起，而 SEUS 的 OA 增加则与生物挥发性有机化合物 (VOC) 和硫酸盐的增加有关，导致环氧二醇衍生的二次有机气溶胶 (IEPOX SOA) 形成增加。研究还评估了 10 个 CMIP6 模型对 OA 变化的模拟能力，发现模型在 PNW 的模拟结果较好，但在 SEUS 的模拟结果明显偏低。该研究揭示了干旱条件下 OA 浓度升高的关键驱动因素，并强调了当前气候模型在预测未来干旱对空气质量影响方面的不足。
10.5194/acp-24-9277-2024,An air quality and boundary layer dynamics analysis of the Los Angeles basin area during the Southwest Urban NOx and VOCs Experiment (SUNVEx),"Large-scale weather patterns are isolated from local patterns to study the impact that different weather scales have on air quality measurements. While impacts from large-scale meteorology were evaluated by separating ozone (O3) exceedance (>70 ppb) and non-exceedance (<70 ppb) days, we developed a technique that allows direct comparisons of small temporal variations between chemical and dynamics measurements under rapid dynamical transitions. 
 The NOAA Chemical Sciences Laboratory (CSL) conducted the Southwest Urban NOx and VOCs Experiment (SUNVEx) to study emissions and the role of boundary layer (BL) dynamics and sea-breeze (SB) transitions in the evolution of coastal air quality. The study presented utilizes remote sensing and in situ observations in Pasadena, California. Separate analyses are conducted on the synoptic conditions during ozone (O3) exceedance (>70 ppb) and non-exceedance (<70 ppb) days, as well as the fine-structure variability of in situ chemistry measurements during BL growth and SB transitions.Diurnal analyses spanning August 2021 revealed a markedly different wind direction during evenings preceding O3 exceedance (northerly) versus non-exceedance (easterly) days. Increased O3 occurred simultaneously with warmer and drier conditions, a reduction in winds, and an increase in volatile organic compounds (VOCs) and fine particulate matter (PM2.5). While the average BL height was lower and surface pressure was higher, the day-to-day variability of these quantities led to an overall weak statistical relationship. Investigations focused on the fine-structure variability of in situ chemistry measurements superimposed on background trends were conducted using a novel multivariate spectral coherence mapping (MSCM) technique that combined the spectral structure of two or more independent measurements through a wavelet analysis as reported by maximum-normalized scaleograms.  A case study was chosen to illustrate the MSCM technique, where the dominant peaks in scaleograms were identified and compared to BL height during the growth phase.  The temporal widths of peaks (τmax) derived from VOC and nitrogen oxide (NOx) scaleograms, as well as scaleograms combining VOCs, NOx, and variations in BL height, indicated a broadening with respect to time as the BL increased in depth. A separate section focused on comparisons between τmax and BL height during August 2021 revealed uncorrelated or weakly correlated scatter, except in the case of VOCs when really large τmax and relatively deep BL heights were ignored.  Instances of large τmax  and relatively deep BL heights occurred near sunrise and as onshore flow entered Pasadena, respectively.  Wind transitions likely influenced both the dynamical evolution of the BL and tracer advection and thus offer additional challenges when separating factors contributing to the fine structure.  Other insights gained from this work include observations of descending wind jets from the San Gabriel Mountains that were not resolved by the High-Resolution Rapid Refresh (HRRR) model and the derivation of intrinsic properties of oscillations observed in NOx and O3 during the interaction between an SB and enhanced winds above the BL that flowed in opposition to the SB.",Edward J. Strobach;Sunil Baidar;Brian J. Carroll;Steven S. Brown;Kristen Zuraski;Matthew Coggon;Chelsea E. Stockwell;Lu Xu;Yelena L. Pichugina;W. Alan Brewer;Carsten Warneke;Jeff Peischl;Jessica Gilman;Brandi McCarty;Maxwell Holloway;Richard Marchbanks,Atmospheric Chemistry and Physics,TRUE,"['air quality', 'boundary layer', 'ozone', 'VOCs', 'NOx', 'remote sensing', 'in situ observations', 'satellite observations', 'atmospheric composition']",这篇论文研究了洛杉矶盆地地区在西南城市氮氧化物和挥发性有机化合物实验（SUNVEx）期间的空气质量和边界层动力学。研究利用了遥感和现场观测，分析了臭氧（O3）超标和未超标日的大气状况，以及边界层生长和海风过渡期间化学测量值的细微结构变化。研究使用了多变量谱相干映射（MSCM）技术，结合了两个或多个独立测量的谱结构，通过小波分析来识别化学成分变化与边界层高度之间的关系。
10.5194/acp-24-9263-2024,Measurement report: Formation of tropospheric brown carbon in a lifting air mass,"Brown carbon (BrC) is prevalent in the troposphere and can efficiently absorb solar and terrestrial radiation. Our observations show that the enhanced light absorption of BrC relative to black carbon at the tropopause can be attributed to the formation of nitrogen-containing organic compounds through the aqueous-phase reactions of carbonyls with ammonium. 
 An enhanced formation of brown carbon (BrC) with a non-negligible warming effect at the tropopause has recently been found. However, its formation mechanism is unclear. Here, we report on a BrC formation process that happens during air mass upward transport by conducting simultaneous measurements on atmospheric BrC with a 4 h time resolution at the mountain foot (MF, 400 m a.s.l.) and mountainside (MS, 1120 m a.s.l.) of Mt. Hua, China, in the 2016 summer. Our results showed that the daytime light absorption (abs365 nm) of BrC on the MS is approximately 60 % lower than that at the MF due to a dilution effect caused by the planetary boundary layer expansion, but the daytime light absorption of BrC relative to black carbon on the MS is about 30 % higher than that at the MF, suggesting a significant formation of secondary BrC in the lifting process of air mass from the MF to the MS. Such a secondary formation accounted for > 50 % of BrC on the MS but only 27 % of BrC at the MF. Moreover, the N:C elemental ratio of the daytime BrC was 15 % higher on the MS than that at the MF, mainly due to an aerosol aqueous-phase formation of water-soluble organic nitrogen (WSON) compounds. Stable nitrogen isotope composition further indicated that such light-absorbing WSON compounds were produced from the aerosol aqueous-phase reaction of carbonyls with NH4+. Our work revealed, for the first time, that ammonia-induced aerosol aqueous reactions can significantly promote BrC formation during the air mass lifting process, which is probably responsible for an enhanced light absorption of BrC in the upper boundary layer.",Can Wu;Xiaodi Liu;Ke Zhang;Si Zhang;Cong Cao;Jianjun Li;Rui Li;Fan Zhang;Gehui Wang,Atmospheric Chemistry and Physics,TRUE,"['brown carbon', 'troposphere', 'air quality monitoring', 'satellite observations', 'atmospheric composition analysis', 'light absorption', 'aerosol', 'ammonia', 'aqueous-phase reactions']",这篇论文研究了对流层褐碳的形成机制，特别关注了氨气诱导的气溶胶水相反应在空气团抬升过程中的作用。研究人员通过在华山山脚和山腰进行同步观测，发现山腰的褐碳吸收光能力明显高于山脚，并将其归因于气溶胶水相反应生成的含氮有机化合物。这项研究对理解褐碳在对流层中的形成和演化，以及其对气候变化的影响具有重要意义。
